,,,,,,Dewpoint (degree C)                    ,,,Rainfall (Inches),Relativehumidity (%)             ,,,Solarradiation (W/m^2)                ,,,"Stationpressure (mb, hpa)              ",,,temperature_2  (Degree C)               ,,,windspeed_2 (m/sec)                  ,,
2002,215,8/3/2002,8,3,3,17.46,14.91947917,11.94,0,75.6,49.94024306,28.93,948,308.8483819,0,904.7,903.0416667,901.5,32.81,27.16673611,20.93,5.853,3.2665625,1.213
2002,216,8/4/2002,8,4,3,15.49,13.49375,10.66,0,72.8,46.20107639,25.17,1038,294.6447222,0,905,903.3048611,901.6,33.46,27.05670139,19.68,5.078,2.427760417,0
2002,217,8/5/2002,8,5,3,16.5,14.05663194,10.3,0,78.1,49.85986111,26.89,1003,303.4560174,0,904.7,903.0326389,900.7,32.29,26.23003472,19.81,5.473,2.416694444,0
2002,218,8/6/2002,8,6,3,15.89,13.795,10.64,0,79.4,54.37118056,30.09,1076,237.2661632,0,904.5,903.3048611,901.7,30.54,24.29805556,17.78,6.98,2.2796875,0
2002,219,8/7/2002,8,7,3,16.77,15.27322917,13.87,0.01,77.9,56.83694444,38.91,1067,174.8744549,0,905.7,904.3243056,902.7,30.48,24.91239583,19.12,5.835,1.669538194,0
2002,220,8/8/2002,8,8,3,17.8,14.00666667,11.17,0,76.7,49.08013889,26.93,989,283.2844688,0,906.5,904.5295139,902.3,32.85,26.57097222,19.02,3.798,1.605027778,0
2002,221,8/9/2002,8,9,3,18.08,15.89388889,12.47,0.08,84.9,53.70659722,28.91,1026,282.6849201,0,904.1,902.328125,899.5,34.35,27.35861111,20.47,5.183,2.893260417,0.419
2002,222,8/10/2002,8,10,3,19.08,16.36225694,14.85,0,96.1,67.57743056,42.04,961,223.6877535,0,906.7,902.9677083,900.8,29.31,23.29336806,16.22,9.31,2.545395833,0
2002,223,8/11/2002,8,11,3,18.76,16.44659722,13.34,0,93.5,62.33513889,32.09,936,297.8554722,0,902.8,900.4944444,897.8,32.35,25.34444444,19.02,5.965,3.085420139,0.115
2002,224,8/12/2002,8,12,3,17.68,14.99295139,10.51,0,82.4,51.89989583,25.44,906,289.9314792,0,899.1,896.9972222,894.9,34.14,26.93034722,19.34,6.605,4.006027778,2.13
2002,225,8/13/2002,8,13,3,16.86,14.82041667,12.13,0,87.3,71.249375,54.03,986,191.8965139,0,901.5,899.1951389,895.8,25.51,20.42267361,16.59,7.14,4.041392361,0.285
2002,226,8/14/2002,8,14,3,17.21,15.46760417,12.77,0.31,90.7,65.95395833,42.7,1060,260.0206111,0,901.9,898.66875,895.1,30.41,22.84173611,15.91,4.913,2.210569444,0
2002,227,8/15/2002,8,15,3,18.2,17.040625,14.41,0,80,56.60895833,29.07,906,300.4969167,0,898.4,895.6763889,894.5,35.13,27.31236111,20.92,6.16,3.550555556,1.882
2002,228,8/16/2002,8,16,3,20.02,17.76947917,15.06,0,81.2,56.75913194,33.1,932,254.8139583,0,901.3,899.3034722,897.4,33.84,27.76569444,22.62,6.388,3.948795139,1.772
2002,229,8/17/2002,8,17,3,18.35,16.26003472,12.52,0.03,77.3,52.54944444,30.33,900,283.4724931,0,901.1,899.7045139,898.6,33.39,27.51423611,21.23,6.643,2.980010417,0.28
2002,230,8/18/2002,8,18,3,16.78,15.33013889,13.7,0,73.8,49.52975694,29.81,909,298.6150486,0,900.2,898.2440972,895.7,34.03,27.461875,19.95,6.68,3.600371528,0.665
2002,231,8/19/2002,8,19,3,19,16.28798611,12.72,0,83.1,58.84743056,27.32,1160,240.1299444,0,899.6,897.9038194,896.1,34.43,25.65951389,20.68,8.87,3.722826389,0.404
2002,232,8/20/2002,8,20,3,21.04,18.73284722,16.24,0,94.2,76.37131944,45.45,952,168.5465764,0,900.4,898.0986111,895.7,31.37,23.58503472,20.19,7.08,3.425930556,0
2002,233,8/21/2002,8,21,3,18.71,17.39364583,14.84,0,87.7,62.10600694,39.26,1048,250.7419549,0,900.9,898.6513889,896.9,32.27,25.84586806,20.56,6.643,3.903072917,0.627
2002,234,8/22/2002,8,22,3,18.36,16.41586806,14.67,0.07,83,57.88086806,32.61,897,271.2267049,0,903.8,901.8625,900.2,33.36,25.98694444,19.45,5.868,2.970010417,0
2002,235,8/23/2002,8,23,3,17.34,15.42118056,13.07,0,75.5,51.03427083,28.72,991,273.1445,0,903.5,901.5118056,899.5,34.11,27.32899306,21,5.833,2.7855,0
2002,236,8/24/2002,8,24,3,16.49,13.68597222,11.49,0,70.7,45.15020833,23.46,969,270.1871007,0,901.6,900.1381944,898.6,36.08,27.8059375,20.42,6.053,3.062663194,0.184
2002,237,8/25/2002,8,25,3,17.47,13.58131944,10.75,0.04,73.7,45.26482639,22.22,889,287.9906215,0,903.5,901.6006944,900.2,35.98,27.64170139,18.4,4.67,1.911993056,0
2002,238,8/26/2002,8,26,3,18.1,12.71678472,5.567,0,90.3,47.74833333,14.78,896,291.8895625,0,902.6,899.7684028,896.4,36.79,27.628125,18.26,6.003,3.204743056,1.043
2002,239,8/27/2002,8,27,3,18.49,14.95784722,9.12,0,88.4,56.10173611,35.43,995,250.4927014,0,901.5,899.29375,896.5,31.68,24.9884375,17.76,7.24,4.194215278,0.764
2002,240,8/28/2002,8,28,3,18.9,16.95545139,13.96,0.49,91.5,64.55770833,34.01,876,252.4117535,0,906.3,902.4736111,900.5,32.44,24.96090278,16.92,9.88,4.288184028,2.192
2002,241,8/29/2002,8,29,3,19.28,16.6715625,14.81,0,96.1,78.80583333,57.51,1094,202.2117326,0,907.4,903.2274306,900.6,25.91,20.91715278,16.44,7.17,2.713690972,0
2002,242,8/30/2002,8,30,3,18.67,17.13204861,16.26,0,94.7,71.65045139,47.95,923,269.0828021,0,904.7,902.6479167,901.2,28.78,23.07819444,17.97,4.95,3.011798611,0.147
2002,243,8/31/2002,8,31,3,16.7,15.36506944,13.71,0,86,62.27163194,41.94,855,259.9019132,0,906.9,905.2642361,903.9,28.96,23.48097222,17.72,4.9,2.524871528,0.009
2002,244,9/1/2002,9,1,3,15.11,13.19444444,10.61,0.08,76.9,53.51670139,29.39,888,277.8432847,0,905.4,903.4475694,900.9,30.79,24.17819444,17.88,5.318,2.315361111,0.09
2002,245,9/2/2002,9,2,3,15.05,12.32819444,9.57,0,79.3,48.97996528,25.13,888,278.6745035,0,902,900.403125,898.5,32.21,24.85611111,16.37,5.53,2.384420139,0
2002,246,9/3/2002,9,3,3,15.31,13.26565972,10.54,0,83.5,51.86642361,27.44,938,272.2491424,0,903.4,901.9881944,900.9,31.77,24.93083333,17.11,4.845,1.621118056,0
2002,247,9/4/2002,9,4,3,16.64,14.89309028,13.02,0.01,83.4,58.8928125,34.49,981,259.3295278,0,905.5,903.8722222,902.7,30.6,24.00753472,17.34,5.783,1.712875,0
2002,248,9/5/2002,9,5,3,17,15.67225694,13.12,0,84.5,61.704375,33.63,970,239.7931076,0,904.1,902.5361111,900.2,31.12,24.15864583,18.6,5.485,2.019697917,0
2002,249,9/6/2002,9,6,3,18.29,14.99239583,11.86,0,84.4,61.30295139,35.02,1053,183.1563993,0,902.5,900.5871528,898.9,29.17,23.45868056,18.61,5.07,2.344239583,0.181
2002,250,9/7/2002,9,7,3,17.28,14.46739583,11.43,0,91.9,61.62256944,32.53,884,255.8042951,0,902.2,900.7729167,899.2,29.79,23.20725694,16.36,5.175,1.8888125,0
2002,251,9/8/2002,9,8,3,18.19,16.54340278,15.04,0.03,91.3,74.58934028,48.89,1029,257.1016146,0,903.3,901.7083333,900.1,27.3,21.71479167,17.02,5.085,2.426350694,0
2002,252,9/9/2002,9,9,3,18.64,17.50253472,15.58,0,94.3,76.01423611,46.46,1046,243.9094444,0,903.4,902.33125,900.7,28.04,22.53013889,19.03,5.338,2.24246875,0
2002,253,9/10/2002,9,10,3,18.37,17.24215278,15.86,0,93.8,81.659375,52.8,987,169.204566,0,905.1,903.6454861,902.1,27.68,20.90270833,17.84,6.688,2.790538194,0.508
2002,254,9/11/2002,9,11,3,17.02,15.61690972,13.61,0.35,96.2,76.36430556,50.81,998,161.1020903,0,905.1,903.6079861,901.7,26.02,20.37368056,16.33,4.115,2.0651875,0
2002,255,9/12/2002,9,12,3,15.04,13.63239583,11.47,0,83.9,59.6828125,34.21,833,167.9111111,0,902.1,900.2739583,897.9,29.45,22.66142361,17.36,4.525,1.965069444,0
2002,256,9/13/2002,9,13,3,15.59,13.49296875,5.715,0,87.9,62.30100694,25.4,931,217.4864167,0,900.3,896.6170139,893,29.42,21.95239583,15.44,9.14,3.421125,0.011
2002,257,9/14/2002,9,14,3,15.39,13.5675,11.32,0.01,95,71.25767361,42.19,935,193.1510972,0,905.3,899.728125,896.6,26.3,19.62232639,13.53,5.433,2.491145833,0
2002,258,9/15/2002,9,15,3,14.95,12.595625,8.74,0,93.1,72.68618056,41.08,921,157.2351181,0,908,906.2986111,905.1,23.61,18.15618056,12.58,5.09,2.559527778,0
2002,259,9/16/2002,9,16,3,13.62,10.34086806,7.55,0,92.9,63.08326389,33.6,940,238.4736944,0,905.4,902.9899306,899.9,26.13,18.68545139,9.56,4.175,1.499607639,0
2002,260,9/17/2002,9,17,3,15.49,11.38975,6.496,0,93.6,54.24583333,20.4,851,249.145559,0,899.9,895.7104167,891.8,32.38,23.2475,14.31,8.19,3.747697917,0.073
2002,261,9/18/2002,9,18,3,16.17,12.40885417,8.18,0.02,86.7,55.69166667,21.4,973,224.2053021,0,893.2,890.4871528,886.3,33.76,23.45677083,16.16,11.3,4.968055556,0.156
2002,262,9/19/2002,9,19,3,14.12,8.600697917,4.11,0,92.4,70.30041667,37.31,876,181.6727639,0,897.6,894.7375,890.4,19.38,14.62520833,10.23,11.08,4.254375,0
2002,263,9/20/2002,9,20,3,7.51,4.864111111,2.286,0,84.3,47.35878472,18.44,847,263.4509479,0,897.2,895.5715278,893.3,28.66,18.30177083,7.31,7.02,2.535427083,0
2002,264,9/21/2002,9,21,3,10.06,5.536989583,0.637,0.04,76.8,42.0203125,13.64,846,261.0713646,0,901.3,896.7833333,895.1,31.8,21.3896875,9.02,4.418,1.669961806,0
2002,265,9/22/2002,9,22,3,11.34,6.303902778,4.447,0,67.58,51.11267361,35.41,824,251.8718542,0,909.3,906.2315972,901.5,22.56,16.88836806,11.77,8.64,4.133638889,0.549
2002,266,9/23/2002,9,23,3,9.44,7.794774306,5.944,0,74.5,54.91590278,33.17,817,247.3397569,0,906.4,905.2954861,903.9,26.02,17.73236111,10.58,4.368,2.298923611,0.011
2002,267,9/24/2002,9,24,3,9.29,6.555298611,3.409,0.01,81.3,50.94204861,29.23,816,247.8787153,0,907.1,904.8517361,902.4,25.52,17.92697917,10.97,4.388,2.268510417,0.099
2002,268,9/25/2002,9,25,3,5.776,2.910166667,-1.752,0,70.1,39.59357639,17.23,835,253.6124722,0,903.3,900.78125,897.8,28.33,18.51642361,8.29,4.008,1.993402778,0
2002,269,9/26/2002,9,26,3,8.43,4.019878472,0.59,0,64.52,39.17232639,15.65,829,246.143559,0,898.5,896.4222222,893.2,30.47,20.14107639,10.67,5.525,2.372020833,0.032
2002,270,9/27/2002,9,27,3,8.66,5.578184028,0.955,0,72,43.38586806,14.19,807,242.328441,0,898.4,896.4086806,894.7,31.3,20.44545139,11.46,6.083,2.690621528,0
2002,271,9/28/2002,9,28,3,7.25,1.422350694,-4.012,0,55.19,29.11826389,9.94,823,245.5956285,0,900.5,898.7125,896,31.15,22.13760417,11.52,8.3,3.527472222,0
2002,272,9/29/2002,9,29,3,12.24,7.624170139,3.978,0,68.9,44.82055556,26.35,930,211.2880104,0,902.5,900.390625,898.1,28.39,20.74625,10.78,6.328,2.89059375,0
2002,273,9/30/2002,9,30,3,15.07,13.09989583,9.81,0,82.1,59.71604167,37.88,798,114.2330903,0,899.5,898.35,896.6,27.22,21.71354167,16.6,5.498,2.953017361,0
2002,274,10/1/2002,10,1,3,17.57,15.13375,13.1,0,92.1,65.530625,49.4,835,167.064934,0,898.9,896.9725694,894.8,27.42,22.36291667,16.3,5.773,3.0419375,0
2002,275,10/2/2002,10,2,3,19.85,16.46288194,11.8,0,95.9,86.56003472,64.71,720,74.49643056,0,898.7,896.9923611,895.8,24.07,19.06,12.89,6.538,3.035423611,0.281
2002,276,10/3/2002,10,3,3,18.37,13.36214236,5.874,0,98.6,80.91420139,43.8,759,96.11368056,0,897.7,894.9086806,891.5,25.07,17.36326389,12.74,5.388,2.551791667,0.011
2002,277,10/4/2002,10,4,3,5.47,2.32978125,-0.179,0,64.41,43.89961806,22.91,814,242.8043715,0,903.5,900.2395833,894.9,22.08,15.22868056,10.3,7.28,3.344350694,0.245
2002,278,10/5/2002,10,5,3,12.93,7.350878472,2.774,0.12,81.2,56.59774306,34.68,870,197.322875,0,905.2,902.5565972,900,25.47,16.64976736,6.512,5.828,2.966267361,0
2002,279,10/6/2002,10,6,3,16.09,10.45797569,6.609,0,91,61.62638889,31.15,778,202.8032465,0,908.3,903.1385417,900.6,25.39,18.93013889,12.64,6.868,2.91046875,0
2002,280,10/7/2002,10,7,3,9.61,5.931427083,2.626,0,84.5,63.1921875,44.1,711,67.35570139,0,908.3,905.2572917,901.4,15.28,13.14555556,11.55,5.163,2.466944444,0
2002,281,10/8/2002,10,8,3,14.07,12.53368056,9.49,0.11,98.1,94.06875,84.1,240.9,40.23564931,0,901.5,899.1520833,897.1,15.86,13.74711806,11.72,3.703,1.662756944,0
2002,282,10/9/2002,10,9,3,13.4,12.32506944,11.43,0,98.1,90.66076389,71.5,865,90.08453125,0,902.8,901.1503472,899.1,17.91,14.15180556,12.29,4.505,2.231798611,0
2002,283,10/10/2002,10,10,3,13.13,11.97420139,10.58,0,96.8,86.33996528,63.92,580.3,90.26878125,0,903.2,901.7135417,900.4,19.7,14.55628472,11.37,3.715,1.699475694,0
2002,284,10/11/2002,10,11,3,14.17,9.246038194,0.15,0.01,99.9,65.49184028,13.93,764,192.5377639,0,901.2,899.2472222,896.7,30.61,18.6375,10.66,6.028,3.23646875,0.496
2002,285,10/12/2002,10,12,3,12.89,8.271649306,1.056,0,91.4,67.71798611,44.9,642.6,138.7615208,0,914,905.5461806,898,18.08,14.56538194,9.67,9.97,5.305239583,1.128
2002,286,10/13/2002,10,13,3,1.329,-1.737635417,-5.838,0,68.16,48.19,27.43,822,177.7646007,0,916.8,913.6204861,909.7,13.5,9.285604167,5.697,4.875,3.074413194,0.637
2002,287,10/14/2002,10,14,3,6.346,1.668722222,-2.508,0,82.7,48.57565972,32.15,757,205.5551007,0,909.6,903.1402778,899.1,21.25,12.7984375,7.39,4.868,1.995604167,0
2002,288,10/15/2002,10,15,3,6.545,3.367409722,2.023,0,90.7,56.52204861,30.55,750,213.0290243,0,904.4,902.1159722,900.4,20.35,12.95731597,6.495,5.148,2.819586806,0
2002,289,10/16/2002,10,16,3,8.11,3.945736111,2.043,0,80.1,53.94631944,28.45,752,198.3494028,0,900.8,897.8003472,893.9,24.85,14.20756597,5.329,7.27,3.829461806,1.088
2002,290,10/17/2002,10,17,3,11.28,6.329628472,2.659,0,82.9,56.53756944,43.82,621.5,145.0824896,0,901.9,899.7788194,897.5,20.43,15.19767361,9.83,7.62,3.523951389,0
2002,291,10/18/2002,10,18,3,13.27,9.955204861,6.156,0.05,91.6,65.86583333,35.59,699.4,103.731,0,897.6,895.4569444,893.1,23.39,17.13201389,13.72,7.15,3.792722222,0.808
2002,292,10/19/2002,10,19,3,10.04,6.90390625,2.902,0,92.9,73.12121528,42.04,824,162.1184549,0,902.5,898.4760417,895.3,19.62,11.98326389,4.504,9.03,3.779666667,0
2002,293,10/20/2002,10,20,3,6.885,5.559795139,4.097,0,84.7,65.54121528,41.17,732,203.3722847,0,902.6,900.1597222,897.2,18.88,12.41097222,8.37,3.853,2.020961806,0
2002,294,10/21/2002,10,21,3,12.05,7.400100694,2.933,0,98.5,67.71309028,25.11,737,183.6844549,0,899.5,897.6756944,895.4,25.16,15.05581597,6.714,5.42,2.675590278,0
2002,295,10/22/2002,10,22,3,14.05,11.81246528,7.95,0,98.3,79.86746528,37.19,769,134.756875,0,902,900.3454861,898.7,24.38,16.02180556,10.12,6.828,2.781430556,0.025
2002,296,10/23/2002,10,23,3,14.01,6.477385417,3.178,0.01,97.9,94.49305556,90.1,227.6,47.50636458,0,905.4,903.4489583,901.1,15.16,7.480652778,4.117,6.57,4.0524375,0.276
2002,297,10/24/2002,10,24,3,4.733,3.178888889,0.932,0,98.5,96.35,92.2,269.4,38.476625,0,904.4,901.5847222,899.5,5.713,3.833204861,1.624,6.098,3.062263889,0.011
2002,298,10/25/2002,10,25,3,10.12,6.760496528,2.957,0,99.2,92.92152778,75.5,410.7,91.22146528,0,901.1,899.959375,898.5,13.85,8.109753472,3.256,4.268,1.589201389,0
2002,299,10/26/2002,10,26,3,8.54,7.185881944,6.178,0,99,97.92604167,97,203.9,25.45420833,0,902.3,900.5239583,898.5,9.12,7.691413194,6.6,5.025,2.99859375,0.349
2002,300,10/27/2002,10,27,3,11.24,8.834059028,6.193,0,98.8,94.28715278,78.5,369.5,74.95821528,0,899.7,897.7868056,896,15.15,9.989225694,6.619,4.12,1.942364583,0
2002,301,10/28/2002,10,28,3,11.8,9.875034722,7.35,0,99.1,96.21979167,84,823,51.45721875,0,897.7,895.5482639,893.3,13.38,10.71236111,7.87,3.698,1.352527778,0
2002,302,10/29/2002,10,29,3,8.88,5.58590625,2.138,0.2,98.8,71.21576389,32.44,691.3,191.9375868,0,897,893.0864583,891.2,19.68,11.86976042,4.606,7.97,3.406472222,0
2002,303,10/30/2002,10,30,3,8.38,1.056899306,-1.313,0,95.9,80.95670139,64.48,723,133.6097188,0,906.8,903.153125,897,9.31,4.199010417,0.503,7.17,4.285527778,1.325
2002,304,10/31/2002,10,31,3,1.8,0.210211806,-1.387,0,98.7,93.15347222,87.2,194,36.83820833,0,907.5,905.7263889,903.7,2.948,1.292729167,-0.506,4.228,3.074090278,1.712
2002,305,11/1/2002,11,1,3,2.029,1.350875,0.752,0.35,99.1,97.80104167,95.2,161.6,28.47779514,0,910.3,907.9159722,905.4,2.607,1.766548611,1.091,5.275,3.551208333,1.925
2002,306,11/2/2002,11,2,3,6.574,3.3455,0.771,0,99,95.95833333,88.7,241.3,38.38449653,0,907.4,902.8604167,899.1,7.22,4.100739583,1.051,5.55,2.496840278,0.019
2002,307,11/3/2002,11,3,3,7.34,2.46315625,-2.04,0,98.3,78.36020833,53.98,830,141.7874028,0,906.5,903.10625,898.9,9.71,6.374517361,2.265,7.39,4.520284722,0.195
2002,308,11/4/2002,11,4,3,2.733,-0.069368056,-3.772,0.02,91.9,80.5128125,67.87,295.9,45.23074306,0,906.1,900.5868056,893.7,6.265,3.117065972,-0.493,5.168,2.069072917,0
2002,309,11/5/2002,11,5,3,2.82,-1.357131944,-6.252,0,92,60.85520833,24.41,672.1,182.6772708,0,906.2,899.1159722,892.8,14.04,7.265055556,0.788,7.25,3.8756875,0
2002,310,11/6/2002,11,6,3,1.466,-1.246802083,-3.678,0.18,94.5,57.07239583,19.58,674.6,184.1846736,0,909.8,907.5604167,905.8,20.46,8.758881944,-2.383,5.73,2.183038194,0
2002,311,11/7/2002,11,7,3,3.917,0.718677083,-1.43,0,87.2,56.87013889,22.66,674.4,183.8721563,0,906.8,902.7319444,896.9,20.66,10.55363542,1.18,7.85,3.323336806,0.011
2002,312,11/8/2002,11,8,3,4.795,2.732479167,-0.035,0,87.9,51.44319444,21.94,660.8,132.2033229,0,897,893.5006944,890.8,23.83,14.3923125,5.981,11.1,4.880472222,1.685
2002,313,11/9/2002,11,9,3,4.544,3.1005625,1.158,0,60.69,39.9203125,22.6,628.5,168.2533056,0,891.2,887.7423611,885.4,24.85,17.67128472,10.26,15.67,6.984510417,1.372
2002,314,11/10/2002,11,10,3,5.893,2.58953125,-0.533,0,81.9,58.47677083,33.1,756,109.0796076,0,894.1,891.9,887.5,15.99,11.02998611,4.515,6.193,1.884739583,0
2002,315,11/11/2002,11,11,3,4.554,2.161447917,-1.374,0,92.5,71.54864583,48.62,726,116.6724618,0,907.8,899.3711806,893.9,13.79,7.412055556,3.081,6.708,2.5623125,0
2002,316,11/12/2002,11,12,3,2.572,0.234399306,-3.791,0,95.4,69.56236111,32.02,651.7,172.7894167,0,914.4,911.4423611,907.8,13.07,6.384635417,1.328,5.26,2.068885417,0
2002,317,11/13/2002,11,13,3,4.741,1.670864583,-1.1,0,87.1,63.64774306,33.13,667.8,167.7920799,0,910.3,902.8180556,894.9,17.12,9.005100694,1.871,8.88,4.646638889,1.44
2002,318,11/14/2002,11,14,3,4.86,2.913149306,-1.443,0.03,81.6,66.09284722,50.21,634.1,157.8654236,0,901.4,897.7315972,893.4,13.43,9.234270833,5.658,8.37,4.903347222,0
2002,319,11/15/2002,11,15,3,4.203,2.478472222,1.059,0.04,94.3,82.94059028,53.76,387.9,55.80393056,0,908.9,903.1697917,900.1,10.35,5.442979167,2.351,6.765,1.935361111,0
2002,320,11/16/2002,11,16,3,1.977,-0.33690625,-2.261,0,91.8,70.58836806,36.42,630.6,167.2933507,0,910.4,907.61875,903.1,12.84,5.411013889,-0.099,5.825,2.754958333,0
2002,321,11/17/2002,11,17,3,-0.174,-1.855645833,-4.513,0,89.1,53.42368056,20.62,637.4,162.2924514,0,903,898.3934028,894.8,19.03,8.929420139,-0.989,6.383,3.180364583,0
2002,322,11/18/2002,11,18,3,-0.41,-2.735430556,-5.035,0.51,82.8,47.21645833,24.62,628.5,143.4917083,0,910.1,903.1121528,894.6,16.5,9.121326389,0.465,8.65,3.72815625,0
2002,323,11/19/2002,11,19,3,-0.391,-3.411260417,-6.47,0,88.5,52.4753125,18.46,637.1,161.0125486,0,909.9,906.3954861,902.8,18.51,7.703788194,-1.881,8.27,3.015822917,0
2002,324,11/20/2002,11,20,3,0.596,-2.3285,-4.566,0,66.6,47.91270833,23.11,607.1,158.1568924,0,909.5,907.6055556,905.2,17.29,9.137159722,2.299,6.883,2.6638125,0
2002,325,11/21/2002,11,21,3,2.041,-0.502065972,-3.269,0,79,49.98611111,23.34,600.9,156.2246215,0,908.8,907.5413194,906,20.13,10.81117361,2.424,4.543,1.890298611,0
2002,326,11/22/2002,11,22,3,3.969,1.755430556,-0.077,0.15,86.8,60.27079861,29.65,599.8,156.6760104,0,908.1,905.3444444,901.7,19.62,10.26001042,2.106,6.015,2.746243056,0
2002,327,11/23/2002,11,23,3,2.997,1.109388889,-1.218,0.15,84,60.54923611,35.4,604.2,156.1006563,0,901.7,899.5854167,897.4,17.62,9.047107639,1.287,4.34,1.827878472,0
2002,328,11/24/2002,11,24,3,3.972,-0.054715278,-5.374,0,86.4,66.72586806,50.71,622.3,138.6498819,0,906.3,900.20625,896.2,11.24,5.947170139,0.499,8.44,4.186114583,0
2002,329,11/25/2002,11,25,3,-5.287,-6.437361111,-7.64,0,85.3,64.85052083,49.24,640,90.42879167,0,908.9,906.4114583,904.5,3.491,-0.298052083,-3.913,6.375,2.954170139,0
2002,330,11/26/2002,11,26,3,-4.812,-9.645350694,-13.3,0.96,74.5,51.0728125,34.57,392.9,48.28589583,0,912,910.0336806,906.6,1.715,-0.302927083,-4.602,8.24,3.154274306,0
2002,331,11/27/2002,11,27,3,-7.54,-8.891875,-10.06,0,88.1,56.04079861,25.06,589.1,144.1317361,0,912.1,908.7013889,904.9,9.04,0.109819444,-7.77,7.38,2.1935625,0
2002,332,11/28/2002,11,28,3,-3.846,-6.194902778,-7.71,0,77.5,48.33666667,20.36,595.3,154.3762951,0,912.9,909.9510417,907.5,15.16,5.3223125,-2.863,4.515,2.04659375,0.307
2002,333,11/29/2002,11,29,3,1.206,-3.467135417,-6.009,0,71.3,46.32649306,26.77,343.3,67.16713542,0,907.4,901.6260417,897.7,16.4,8.050701389,-0.659,7.31,4.007239583,1.667
2002,334,11/30/2002,11,30,3,-1.416,-6.740440972,-10.12,0,67.46,41.86875,20.71,646.8,140.5906632,0,910.4,906.9798611,902.4,12.62,6.326774306,1.744,5.82,2.652993056,0
2002,335,12/1/2002,12,1,3,0.965,-3.662628472,-9.03,0.01,68.23,46.770625,28.29,560.6,143.0405729,0,907.2,902.7423611,898.4,16.59,7.725291667,-0.985,8.35,4.077100694,1.475
2002,336,12/2/2002,12,2,3,2.607,-0.442743056,-2.83,0.08,75.7,50.17902778,25.95,643.7,90.29740972,0,902,899.9836806,898.3,17.11,10.35239236,4.349,5.55,2.855357639,0.974
2002,337,12/3/2002,12,3,3,1.695,-0.442524306,-4.295,0,97.3,87.03961806,50.32,97.2,11.40022917,0,903,901.4142361,899.1,9.74,1.855881944,-3.277,6.955,4.637590278,2.332
2002,338,12/4/2002,12,4,3,-2.751,-4.745451389,-6.18,2.21,95.1,89.23055556,82.1,677.4,80.91398611,0,909.6,905.8583333,902.8,-0.155,-3.1369375,-4.698,6.343,4.6135625,2.625
2002,339,12/5/2002,12,5,3,0.383,-1.969152778,-4.067,0,98.8,89.89756944,78.5,634.3,64.47577778,0,911,909.7086806,908.5,3.108,-0.304635417,-3.377,3.58,2.024190972,0.025
2002,340,12/6/2002,12,6,3,3.063,0.617923611,-2.185,0,97.8,86.8384375,69.47,644.3,118.173066,0,910.6,906.4597222,902.8,7.93,2.816690972,-1.727,7.12,3.3054375,0
2002,341,12/7/2002,12,7,3,2.605,0.431694444,-1.057,0.06,99.5,79.45597222,48.86,586.2,136.9207396,0,903.1,902.2947917,900.8,11.15,4.263107639,-0.597,5.77,2.925954861,0
2002,342,12/8/2002,12,8,3,2.542,0.215489583,-2.11,0.01,98.7,86.114375,67.07,518.9,73.12134028,0,908.9,905.9225694,902.8,7.12,2.493697917,-0.703,6.388,3.610159722,0
2002,343,12/9/2002,12,9,3,1.795,0.553697917,-2.303,0,99.6,91.46041667,71.5,394.4,58.04137153,0,909.2,906.6951389,904.3,5.767,1.997736111,-1.582,4.933,2.413541667,0
2002,344,12/10/2002,12,10,3,1.275,-1.737065972,-6.07,0,97.6,75.87163194,32.37,573.5,146.9273889,0,904.3,900.1138889,897,13.7,3.210246528,-5.34,4.23,1.688295139,0
2002,345,12/11/2002,12,11,3,3.294,-0.379774306,-4.409,0,97.4,74.21607639,37.45,565,140.4589583,0,897,894.6920139,892.2,14.19,4.628444444,-3.582,5.655,2.275114583,0
2002,346,12/12/2002,12,12,3,-1.597,-3.935177083,-7.02,0,89.4,60.93003472,32.55,605.7,141.3043403,0,901.1,898.3434028,895.1,10.87,3.807326389,-2.537,7.38,3.727267361,0.981
2002,347,12/13/2002,12,13,3,-3.17,-5.452413194,-8.14,3.19,84.4,56.07927083,22.75,563.3,143.2686146,0,903.7,901.4138889,900,13.65,3.896524306,-3.893,5.748,2.737645833,0
2002,348,12/14/2002,12,14,3,-1.001,-3.603486111,-5.093,0,87,57.47913194,21.63,563.3,141.9035764,0,901.7,900.490625,899,17.82,5.852565972,-3.065,3.815,1.599802083,0
2002,349,12/15/2002,12,15,3,0.39,-2.224774306,-5.129,0,86.1,50.53961806,21.26,558.8,138.8851076,0,900.7,896.4111111,893.5,21.42,9.381159722,-2.419,8.96,3.876725694,0
2002,350,12/16/2002,12,16,3,-0.924,-3.510767361,-7.47,0,71.4,42.7309375,15.99,609.9,129.8170903,0,898.8,894.5541667,889.6,19.01,9.760875,2.869,7.71,3.299100694,0.248
2002,351,12/17/2002,12,17,3,1.809,-3.382145833,-8.11,0,59.77,37.84722222,13.52,681.5,124.6105764,0,889.5,885.6482639,881.9,20.8,11.93128472,4.088,12.31,5.877756944,1.585
2002,352,12/18/2002,12,18,3,0.098,-4.858659722,-9.03,0,73.8,43.48336806,23.95,404,66.58321875,0,892.2,888.771875,886,11.77,7.397024306,3.029,9.44,5.065114583,0
